sid,nct_id,inclusion_exclusion,criteria_sentences,classification_result,caption,cui,term,negated,uncertain,temporal_constraint,measurement_constraint,dose_constraint
29,NCT02200640,Exclusion,percutaneous transluminal coronary angioplasty ( ptca ) within the past three months,Procedure,Procedure,C2936173;C0002997,ptca,FALSE,FALSE,NA,NA,NA
30,NCT02200640,Exclusion,history of angioedema,Condition Occurrence,Condition,C0002994,angioedema,FALSE,FALSE,NA,NA,NA
31,NCT02200640,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0750197,sustained ventricular tachycardia,FALSE,FALSE,NA,NA,NA
31,NCT02200640,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0004239;C1963068,atrial flutter,FALSE,FALSE,NA,NA,NA
31,NCT02200640,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Condition,C0003811,cardiac arrhythmias,FALSE,FALSE,NA,NA,NA
31,NCT02200640,Exclusion,sustained ventricular tachycardia ; atrial fibrillation ; atrial flutter or other clinically relevant cardiac arrhythmias as determined by the investigator,Condition Occurrence,Other,C0004238;C1963067;C2926591,atrial fibrillation,FALSE,FALSE,NA,NA,NA
32,NCT02200640,Exclusion,hypertrophic obstructive cardiomyopathy ; aortic stenosis ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0007194,hypertrophic obstructive cardiomyopathy,FALSE,FALSE,NA,NA,NA
32,NCT02200640,Exclusion,hypertrophic obstructive cardiomyopathy ; aortic stenosis ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0003507,aortic stenosis,FALSE,FALSE,NA,NA,NA
32,NCT02200640,Exclusion,hypertrophic obstructive cardiomyopathy ; aortic stenosis ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0003501;C1269005,aortic valve,FALSE,FALSE,NA,NA,NA
32,NCT02200640,Exclusion,hypertrophic obstructive cardiomyopathy ; aortic stenosis ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Condition,C0026264;C1269004,mitral valve,FALSE,FALSE,NA,NA,NA
32,NCT02200640,Exclusion,hypertrophic obstructive cardiomyopathy ; aortic stenosis ; hemodynamically relevant stenosis of the aortic valve or mitral valve,Condition Occurrence,Observation,C1261287;C0947637;C0009814,stenosis,FALSE,FALSE,NA,NA,NA
33,NCT02200640,Exclusion,patients with insulin-dependent diabetes mellitus whose diabetes hast not been stable and controlled for at least the past three months as defined by an hba1c > = 10 %,Condition Occurrence,Condition,C0011854,insulin-dependent diabetes mellitus,FALSE,FALSE,NA,NA,NA
33,NCT02200640,Exclusion,patients with insulin-dependent diabetes mellitus whose diabetes hast not been stable and controlled for at least the past three months as defined by an hba1c > = 10 %,Condition Occurrence,Condition,C0011849;C0011847,diabetes,FALSE,FALSE,NA,NA,NA
33,NCT02200640,Exclusion,patients with insulin-dependent diabetes mellitus whose diabetes hast not been stable and controlled for at least the past three months as defined by an hba1c > = 10 %,Condition Occurrence,Observation,C0202054,hba1c,FALSE,FALSE,NA,NA,greater_equal 10 %
33,NCT02200640,Exclusion,patients with insulin-dependent diabetes mellitus whose diabetes hast not been stable and controlled for at least the past three months as defined by an hba1c > = 10 %,Condition Occurrence,Other,C1547311,stable,TRUE,FALSE,NA,NA,NA
33,NCT02200640,Exclusion,patients with insulin-dependent diabetes mellitus whose diabetes hast not been stable and controlled for at least the past three months as defined by an hba1c > = 10 %,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
34,NCT02200640,Exclusion,known drug or alcohol dependency within the past 6 months,Condition Occurrence,Condition,C0001973,alcohol dependency,FALSE,FALSE,lower 6 past months,NA,NA
34,NCT02200640,Exclusion,known drug or alcohol dependency within the past 6 months,Condition Occurrence,Other,C0013227;C1254351;C0740721,drug,FALSE,FALSE,lower 6 past months,NA,NA
35,NCT02200640,Exclusion,concomitant administration of medications known to affect blood pressure ; except medications allowed by the protocol,Observation,Procedure,C2237113,affect,FALSE,FALSE,NA,NA,NA
35,NCT02200640,Exclusion,concomitant administration of medications known to affect blood pressure ; except medications allowed by the protocol,Observation,Observation,C0005823;C0005824;C1272641;C1271104,blood pressure,FALSE,FALSE,NA,NA,NA
36,NCT02200640,Exclusion,night shift workers who routinely sleep during the daytime and whose work hours include midnight to 4 : 00 ante meridien ( am ),Observation,Condition,C0555008,night shift workers,FALSE,FALSE,NA,NA,NA
36,NCT02200640,Exclusion,night shift workers who routinely sleep during the daytime and whose work hours include midnight to 4 : 00 ante meridien ( am ),Observation,Drug,C1654656,daytime,FALSE,FALSE,NA,equal 4 ; equal 00,NA
36,NCT02200640,Exclusion,night shift workers who routinely sleep during the daytime and whose work hours include midnight to 4 : 00 ante meridien ( am ),Observation,Other,C0037313;C0723362,sleep,FALSE,FALSE,NA,NA,NA
37,NCT02200640,Exclusion,patients receiving any investigational therapy within one month of signing the informed consent form,Procedure,Procedure,C0949266,investigational therapy,FALSE,FALSE,NA,NA,NA
37,NCT02200640,Exclusion,patients receiving any investigational therapy within one month of signing the informed consent form,Procedure,Other,C0009797,informed consent form,FALSE,FALSE,NA,NA,NA
38,NCT02200640,Exclusion,known hypersensitivity to any component of the formulations,Observation,Observation,C0020517;C0520946,hypersensitivity,FALSE,FALSE,NA,NA,NA
39,NCT02200640,Exclusion,any clinical condition which ; in the opinion of the investigator would not allow safe completion of the protocol and safe administration of trial medication,Other,Other,C3272565;C1555900;C1608518;C1611832,clinical,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Condition,C3668885;C1550244,cuff,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Condition,C3668885;C1550244,cuff,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Observation,C0020538;C1963138,hypertension,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Observation,C0428883;C1305849;C0488052,diastolic blood pressure,FALSE,FALSE,NA,greater_equal 95 mmhg; lower_equal 109 mmhg,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Observation,C3541902,measured,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Observation,C0005824;C0005823,bp,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Other,C1547225,mild,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
1,NCT02200653,Inclusion,mild-to-moderate hypertension defined as a mean seated diastolic blood pressure of > = 95 mmhg and < = 109 mmhg ; measured by manual cuff sphygmomanometer ; at visit 3 ( baseline cuff bp ),Observation,Other,C0024763,manual,FALSE,FALSE,NA,NA,NA
2,NCT02200653,Inclusion,a 24 - mean dbp of > = 85 mmhg at visit 4 as measured by abpm,Observation,Observation,C1305849,dbp,FALSE,FALSE,NA,greater_equal 85 mmhg; equal 24,NA
2,NCT02200653,Inclusion,a 24 - mean dbp of > = 85 mmhg at visit 4 as measured by abpm,Observation,Observation,C3541902,measured,FALSE,FALSE,NA,NA,NA
3,NCT02200653,Inclusion,age 18 years or older,Person,Person,C0001779,age,FALSE,FALSE,greater_equal 18 years,NA,NA
4,NCT02200653,Inclusion,ability to stop current antihypertensive therapy without risk to the patient ( investigator discretion ),Drug Exposure,Drug,C0723457,stop,FALSE,FALSE,NA,NA,NA
4,NCT02200653,Inclusion,ability to stop current antihypertensive therapy without risk to the patient ( investigator discretion ),Drug Exposure,Procedure,C0585941,antihypertensive therapy,FALSE,FALSE,NA,NA,NA
5,NCT02200653,Inclusion,patient written informed consent in accordance with good clinical practice ( gcp ) and local legislation,Other,Other,C2986419,good clinical practice,FALSE,FALSE,NA,NA,NA
5,NCT02200653,Inclusion,patient written informed consent in accordance with good clinical practice ( gcp ) and local legislation,Other,Other,C2986419,gcp,FALSE,FALSE,NA,NA,NA
5,NCT02200653,Inclusion,patient written informed consent in accordance with good clinical practice ( gcp ) and local legislation,Other,Other,C0600657,legislation,FALSE,FALSE,NA,NA,NA
6,NCT02200653,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Person,C0086287,women,FALSE,FALSE,NA,NA,NA
6,NCT02200653,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Condition,C1096235,pre-menopausal,FALSE,FALSE,NA,NA,NA
6,NCT02200653,Exclusion,pre-menopausal women ( last menstruation < = 1 year prior to start of run-in period ) who :,Condition Occurrence,Condition,C0025344;C2129647,menstruation,FALSE,FALSE,lower_equal 1 year,NA,NA
7,NCT02200653,Exclusion,are not surgically sterile,Other,NA,NA,NA,NA,NA,NA,NA,NA
8,NCT02200653,Exclusion,are nursing,Condition Occurrence,Condition,C0006147,nursing,FALSE,FALSE,NA,NA,NA
9,NCT02200653,Exclusion,are of child-bearing potential and are not practising acceptable means of birth control ; do not plan to continue using this method throughout the study,Observation,Observation,C3831118,child-bearing potential,FALSE,FALSE,NA,NA,NA
9,NCT02200653,Exclusion,are of child-bearing potential and are not practising acceptable means of birth control ; do not plan to continue using this method throughout the study,Observation,Other,C0700589;C2703065,birth control,TRUE,FALSE,NA,NA,NA
9,NCT02200653,Exclusion,are of child-bearing potential and are not practising acceptable means of birth control ; do not plan to continue using this method throughout the study,Observation,Other,C2827714;C0871511;C2828387,method,FALSE,FALSE,NA,NA,NA
10,NCT02200653,Exclusion,acceptable methods of birth control include oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Drug,C0086466;C1272936,injectable,FALSE,FALSE,NA,NA,NA
10,NCT02200653,Exclusion,acceptable methods of birth control include oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0025663,methods,FALSE,FALSE,NA,NA,NA
10,NCT02200653,Exclusion,acceptable methods of birth control include oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0700589;C2703065,birth control,FALSE,FALSE,NA,NA,NA
10,NCT02200653,Exclusion,acceptable methods of birth control include oral contraceptives ; implantable contraceptives or injectable contraceptives,Drug Exposure,Other,C0009905;C0274536;C0481121;C1548892,oral contraceptives,FALSE,FALSE,NA,NA,NA
11,NCT02200653,Exclusion,known or suspected secondary hypertension,Condition Occurrence,Condition,C0155616,secondary hypertension,FALSE,FALSE,NA,NA,NA
12,NCT02200653,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Condition,C0277814;C2584297,sitting,FALSE,FALSE,NA,NA,NA
12,NCT02200653,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Condition,C0277814;C2584297,sitting,FALSE,FALSE,NA,NA,NA
12,NCT02200653,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Drug,C1696465,placebo,FALSE,FALSE,NA,NA,NA
12,NCT02200653,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Observation,C1306620,sbp,FALSE,FALSE,NA,greater_equal 180 mmhg,NA
12,NCT02200653,Exclusion,mean sitting sbp > = 180 mmhg or mean sitting dbp > = 110 mmhg during any visit of the placebo run-in period,Observation,Observation,C1305849,dbp,FALSE,FALSE,NA,greater_equal 110 mmhg,NA
13,NCT02200653,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C0086565,hepatic dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02200653,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Condition,C3279454,renal dysfunction,FALSE,FALSE,NA,NA,NA
13,NCT02200653,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Observation,C1697786;C1571737,laboratory,FALSE,FALSE,NA,NA,NA
13,NCT02200653,Exclusion,hepatic dysfunction or renal dysfunction as defined by the following laboratory parameters :,Condition Occurrence,Other,C3539106,defined,FALSE,FALSE,NA,NA,NA
14,NCT02200653,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) > than 2 times the upper limit of normal range,Drug Exposure,Drug,C0001899,glutamate-pyruvate-transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02200653,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) > than 2 times the upper limit of normal range,Drug Exposure,Drug,C0004002,glutamate-oxaloacetate-transaminase,FALSE,FALSE,NA,NA,NA
14,NCT02200653,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) > than 2 times the upper limit of normal range,Drug Exposure,Observation,C0001899;C0201836,alanine aminotransferase,FALSE,FALSE,NA,NA,NA
14,NCT02200653,Exclusion,serum glutamate-pyruvate-transaminase ( alanine aminotransferase ) or serum glutamate-oxaloacetate-transaminase ( aspartate aminotransferase ) > than 2 times the upper limit of normal range,Drug Exposure,Observation,C0004002;C0201899,aspartate aminotransferase,FALSE,FALSE,NA,NA,NA
